ID Cliente,Cliente,Idade,Telefone,Estado,DataCompra,Produto,Preço,Unidades,ValorCompra
1292,Maria Clara da Mata,39,(35) 95927907,Minas Gerais,2024-12-18,Caneca Personalizada,29.9,10,299.0
1293,Isabel Lopes,20,(42) 33921543,Santa Catarina,2024-12-16,Moletom,98.9,6,593.4
1294,Levi Moura,26,(14) 17273344,São Paulo,2024-12-03,conjunto de dados RPG,30.5,10,305.0
1295,Melissa Barbosa,42,(66) 46690977,Mato Grosso,2024-12-23,Fantasia,112.5,4,450.0
1296,Sara Fogaça,27,(24) 75730416,Rio de Janeiro,2024-12-17,Estatueta,350.1,3,1050.3
1297,Cauê Silveira,20,(81) 23385807,Pernambuco,2024-12-15,Luminária personalizada,250.1,6,1500.6
1298,Bernardo Mendes,28,(82) 53057087,Alagoas,2024-12-30,Moletom,98.9,1,98.9
1299,Sara Cardoso,33,(45) 58379022,Paraná,2024-12-22,Teclado,49.9,5,249.5
1300,Mateus Garcia,35,(38) 65356062,Minas Gerais,2024-12-21,Mangá,36.9,9,332.1
1301,Beatriz da Luz,49,(38) 13662001,Minas Gerais,2024-12-27,Acessório para Jogo,89.9,10,899.0
1302,Emanuella Ramos,23,(91) 73240353,Pará,2024-12-17,Pendrive,34.9,10,349.0
1303,Ana Luiza Vargas,20,(69) 87552173,Acre,2024-12-07,Jogo para Console,109.9,5,549.5
1304,Rafaela da Rocha,23,(79) 12080753,Sergipe,2024-12-23,Fantasia,112.5,4,450.0
1305,Ana Julia Lima,44,(53) 23701952,Distrito Federal,2024-12-28,Quadrinho,34.9,3,104.7
1306,Marcelo Guerra,49,(27) 12045682,Espírito Santo,2024-12-30,Jogo de Estratégia,98.7,10,987.0
1307,Stella Cassiano,24,(99) 64379074,Maranhão,2024-12-29,Mangá,36.9,8,295.2
1308,Maya Ferreira,29,(24) 30727016,Rio de Janeiro,2024-12-07,Graphic Novel,49.9,4,199.6
1309,Rodrigo Moura,27,(89) 81354856,Piauí,2024-12-02,Copo Térmico,39.9,8,319.2
1310,Kaique Farias,30,(24) 60698051,Rio de Janeiro,2024-12-29,Coleção de Figurinhas,91.9,9,827.1
1311,Mariah Mendes,34,(18) 40721530,São Paulo,2024-12-22,Jogo de Pratos e Talheres Temático,19.9,4,79.6
1312,Ana Júlia Casa Grande,49,(42) 55144614,Santa Catarina,2024-12-22,Quadro Decorativo,39.6,10,396.0
1313,Bianca Peixoto,42,(69) 30160470,Acre,2024-12-07,Console clássico,999.9,8,7999.2
1314,Ana Júlia Ferreira,41,(15) 39007677,São Paulo,2024-12-30,chaveiro,10.75,6,64.5
1315,Henry Gomes,32,(69) 72344192,Acre,2024-12-10,Console clássico,999.9,1,999.9
1316,Maria Isis Silva,39,(73) 96372613,Bahia,2024-12-31,Teclado,49.9,9,449.1
1317,Marcos Vinicius Costa,32,(89) 93886924,Piauí,2024-12-24,Moletom,98.9,4,395.6
1318,Vitor Hugo Correia,33,(53) 80724959,Distrito Federal,2024-12-06,Estatueta,350.1,9,3150.9
1319,Enzo Moraes,44,(61) 50384399,Distrito Federal,2024-12-12,Action Figure,180.5,6,1083.0
1320,Emanuel da Paz,50,(52) 37355869,Goiás,2024-12-26,Console Portátil,350.9,8,2807.2
1321,Valentim Macedo,48,(53) 70264752,Distrito Federal,2024-12-22,Mangá,36.9,7,258.3
1322,Enzo da Paz,41,(91) 69952678,Pará,2024-12-14,conjunto de dados RPG,30.5,9,274.5
1323,Mariana Teixeira,32,(21) 11159414,Rio de Janeiro,2024-12-26,Mouse,39.9,8,319.2
1324,João Pedro Peixoto,25,(74) 94410230,Bahia,2024-12-19,Mouse,39.9,3,119.7
1325,João Martins,43,(38) 38507379,Minas Gerais,2024-12-30,Copo Térmico,39.9,6,239.4
1326,Aylla Almeida,25,(74) 48386912,Bahia,2024-12-14,Camisa Temática,44.9,4,179.6
1327,Fernando Moreira,18,(12) 59915856,São Paulo,2024-12-16,Action Figure,180.5,10,1805.0
1328,Aurora Pires,32,(49) 69294394,Santa Catarina,2024-12-12,Adesivo de Parede,24.9,4,99.6
1329,Clarice Azevedo,19,(95) 44228352,Roraima,2024-12-24,Adesivo de Parede,24.9,2,49.8
1330,Lunna da Cunha,46,(96) 24697395,Amapá,2024-12-31,Teclado,49.9,1,49.9
1331,Vinicius Sá,50,(68) 70940872,Acre,2024-12-10,chaveiro,10.75,8,86.0
1332,Luiz Felipe Pastor,19,(38) 17810335,Minas Gerais,2024-12-21,conjunto de dados RPG,30.5,8,244.0
1333,Asafe Caldeira,18,(19) 16373516,São Paulo,2024-12-20,Fantasia,112.5,2,225.0
1334,Fernanda Ferreira,32,(38) 50511143,Minas Gerais,2024-12-23,Coleção de Figurinhas,91.9,10,919.0
1335,Ana Clara Rodrigues,43,(71) 46866436,Bahia,2024-12-09,Graphic Novel,49.9,7,349.3
1336,Maria Eduarda Moraes,46,(73) 49011643,Bahia,2024-12-21,Moletom,98.9,8,791.2
1337,Mathias Silva,22,(71) 72226754,Bahia,2024-12-27,Action Figure,180.5,8,1444.0
1338,Fernanda Dias,25,(16) 19961645,São Paulo,2024-12-23,Graphic Novel,49.9,9,449.1
1339,Ester Lopes,50,(86) 25925584,Piauí,2024-12-13,Poster,45.5,8,364.0
1340,Aylla Aragão,28,(82) 88213988,Alagoas,2024-12-12,Boné,39.9,10,399.0
1341,Ana Vitória Rezende,28,(77) 79265089,Bahia,2024-12-26,Camisa Temática,44.9,1,44.9
1342,Gael Silveira,18,(38) 18517199,Minas Gerais,2024-12-17,Jogo para Console,109.9,3,329.7
1343,Cauê Sousa,20,(34) 93147651,Minas Gerais,2024-12-29,Teclado,49.9,10,499.0
1344,Davi Araújo,50,(28) 89521295,Espírito Santo,2024-12-17,Console Portátil,350.9,5,1754.5
1345,Benicio Peixoto,24,(19) 78201809,São Paulo,2024-12-22,chaveiro,10.75,9,96.75
1346,Gabriel Moraes,43,(71) 50832686,Bahia,2024-12-26,Mangá,36.9,6,221.4
1347,Davi Araújo,45,(95) 68866266,Roraima,2024-12-26,Jogo de Cartas,29.5,1,29.5
1348,Ryan da Mota,50,(34) 17903639,Minas Gerais,2024-12-08,Peruca,39.9,9,359.1
1349,Pietro Araújo,21,(33) 23989135,Minas Gerais,2024-12-06,Graphic Novel,49.9,9,449.1
1350,Bruna Carvalho,22,(75) 84645203,Bahia,2024-12-04,Poster,45.5,10,455.0
1351,Vitória Porto,45,(22) 39438825,Rio de Janeiro,2024-12-18,Console clássico,999.9,6,5999.4
1352,Beatriz Machado,21,(94) 51887955,Pará,2024-12-06,Livro,59.9,2,119.8
1353,Fernanda Freitas,24,(47) 77359053,Santa Catarina,2024-12-06,chaveiro,10.75,3,32.25
1354,Vitória Rodrigues,37,(71) 16037945,Bahia,2024-12-07,Máscara,49.9,10,499.0
1355,Brenda Leão,42,(44) 19368242,Paraná,2024-12-12,Quadrinho,34.9,7,244.3
1356,Maria Isis Moura,42,(77) 83224843,Bahia,2024-12-27,Jogo de Estratégia,98.7,10,987.0
1357,Elisa Vargas,21,(84) 50760901,Rio Grande do Norte,2024-12-14,Acessório para Jogo,89.9,2,179.8
1358,Vicente Azevedo,46,(62) 59891148,Goiás,2024-12-10,Quadro Decorativo,39.6,4,158.4
1359,Thomas Porto,50,(18) 96391832,São Paulo,2024-12-22,Acessório para Jogo,89.9,3,269.7
1360,Yuri Barbosa,38,(77) 53122008,Bahia,2024-12-30,Teclado,49.9,4,199.6
1361,Henrique Ramos,34,(35) 33040155,Minas Gerais,2024-12-07,Action Figure,180.5,8,1444.0
1362,Evelyn Siqueira,25,(37) 41871980,Minas Gerais,2024-12-31,pijama,85.9,6,515.4
1363,Felipe Castro,37,(96) 44475379,Amapá,2024-12-15,Copo Térmico,39.9,5,199.5
1364,Marina Jesus,21,(44) 86158311,Paraná,2024-12-16,Moletom,98.9,1,98.9
1365,Maria Fernanda da Costa,19,(15) 54318756,São Paulo,2024-12-07,Acessórios e adereços,27.8,2,55.6
1366,Amanda Costa,49,(85) 84027441,Ceará,2024-12-20,Mangá,36.9,4,147.6
1367,Elisa Sales,26,(73) 60641724,Bahia,2024-12-21,Jogo para Console,109.9,7,769.3
1368,Vitor Gabriel Melo,39,(13) 69178236,São Paulo,2024-12-29,Quadrinho,34.9,2,69.8
1369,Ísis Albuquerque,25,(69) 44576252,Acre,2024-12-15,conjunto de dados RPG,30.5,5,152.5
1370,Joaquim Rezende,19,(11) 70917563,São Paulo,2024-12-18,Caneca Personalizada,29.9,8,239.2
1371,Lavínia Moraes,45,(51) 77923448,Mato Grosso,2024-12-31,Jogo de Festa,62.4,4,249.6
1372,Eloah Vargas,31,(63) 28276971,Tocantins,2024-12-21,Acessórios e adereços,27.8,5,139.0
1373,Mirella da Paz,35,(66) 77602029,Mato Grosso,2024-12-03,Pendrive,34.9,6,209.4
1374,Thiago Ferreira,49,(91) 79959564,Pará,2024-12-19,Livro,59.9,7,419.3
1375,Gabriel Aragão,47,(64) 94485741,Goiás,2024-12-27,Luminária personalizada,250.1,2,500.2
1376,Mirella Aparecida,31,(37) 30415435,Minas Gerais,2024-12-10,Peruca,39.9,4,159.6
1377,Enzo Gabriel Lopes,28,(79) 58563610,Sergipe,2024-12-06,Boné,39.9,8,319.2
1378,Luigi Castro,49,(85) 78062791,Ceará,2024-12-15,Moletom,98.9,10,989.0
1379,Yago Carvalho,22,(84) 58127299,Rio Grande do Norte,2024-12-11,Máscara,49.9,2,99.8
1380,Isaac Alves,24,(45) 74309783,Paraná,2024-12-15,Console clássico,999.9,9,8999.1
1381,Clara Barbosa,24,(93) 49576995,Pará,2024-12-23,Poster,45.5,2,91.0
1382,Larissa Gonçalves,21,(86) 28649700,Piauí,2024-12-08,Quadrinho,34.9,1,34.9
1383,Carlos Eduardo da Conceição,49,(45) 64913478,Paraná,2024-12-22,Poster,45.5,1,45.5
1384,Catarina Cassiano,19,(27) 75882851,Espírito Santo,2024-12-24,Copo Térmico,39.9,9,359.1
1385,João da Rosa,32,(75) 63921323,Bahia,2024-12-31,chaveiro,10.75,4,43.0
1386,Lunna Caldeira,45,(79) 76406866,Sergipe,2024-12-27,Quadrinho,34.9,9,314.1
1387,Davi Miguel da Rocha,38,(69) 28559921,Acre,2024-12-12,Fantasia,112.5,2,225.0
1388,Aurora Pereira,41,(37) 21239587,Minas Gerais,2024-12-23,Console clássico,999.9,9,8999.1
1389,Ravi Lucca Sales,45,(24) 88014147,Rio de Janeiro,2024-12-10,Jogos para PC,99.9,1,99.9
1390,José Pedro Dias,30,(11) 25227461,São Paulo,2024-12-31,chaveiro,10.75,4,43.0
1391,Luiz Gustavo da Rocha,28,(73) 34673143,Bahia,2024-12-04,Moletom,98.9,9,890.1
1392,Alexandre Barros,25,(63) 79031441,Tocantins,2024-12-20,Adesivo de Parede,24.9,2,49.8
1393,Eduardo Cunha,34,(69) 46114026,Acre,2024-12-13,Moletom,98.9,6,593.4
1394,Francisco Santos,36,(52) 62964433,Goiás,2024-12-18,Luminária personalizada,250.1,6,1500.6
1395,Olívia Peixoto,38,(88) 48884591,Ceará,2024-12-25,Jogo para Console,109.9,9,989.1
1396,Ísis Souza,32,(43) 61758641,Paraná,2024-12-20,conjunto de dados RPG,30.5,4,122.0
1397,João Pedro Vieira,23,(47) 78513373,Santa Catarina,2024-12-31,Pendrive,34.9,9,314.1
1398,João Pedro Nascimento,20,(11) 99017738,São Paulo,2024-12-23,Action Figure,180.5,8,1444.0
1399,Liz Nunes,43,(75) 30793123,Bahia,2024-12-20,Quadrinho,34.9,4,139.6
1400,João Felipe Gomes,21,(17) 34443738,São Paulo,2024-12-17,Adesivo de Parede,24.9,1,24.9
1401,Beatriz Fernandes,50,(42) 24360935,Santa Catarina,2024-12-02,Máscara,49.9,10,499.0
1402,Ana Carolina Câmara,35,(43) 35666504,Paraná,2024-12-28,conjunto de dados RPG,30.5,7,213.5
1403,Rafaela Monteiro,19,(22) 46405764,Rio de Janeiro,2024-12-21,Action Figure,180.5,7,1263.5
1404,Olivia da Luz,42,(99) 96421912,Maranhão,2024-12-01,Fantasia,112.5,9,1012.5
1405,Camila Ramos,28,(48) 22660753,Santa Catarina,2024-12-06,Máscara,49.9,5,249.5
1406,Leonardo Aparecida,35,(31) 62037251,Minas Gerais,2024-12-24,Jogo de Estratégia,98.7,10,987.0
1407,Juan Peixoto,18,(46) 30225055,Paraná,2024-12-17,Estatueta,350.1,2,700.2
1408,Lavínia Lima,22,(68) 62628174,Acre,2024-12-01,Coleção de Figurinhas,91.9,9,827.1
1409,Maria Clara Teixeira,24,(86) 86695298,Piauí,2024-12-09,Console Portátil,350.9,4,1403.6
1410,Brayan da Cunha,37,(18) 57285923,São Paulo,2024-12-11,Máscara,49.9,7,349.3
1411,Joaquim Teixeira,21,(15) 34771179,São Paulo,2024-12-16,Estatueta,350.1,10,3501.0
1412,Alícia Lopes,40,(64) 55962920,Goiás,2024-12-07,Acessórios e adereços,27.8,7,194.6
1413,Manuela Sá,18,(61) 56531844,Distrito Federal,2024-12-24,Jogo de Festa,62.4,9,561.6
1414,Gabriela Dias,46,(52) 51865108,Goiás,2024-12-14,Adesivo de Parede,24.9,4,99.6
1415,Samuel da Mata,20,(43) 34448526,Paraná,2024-12-14,Jogo para Console,109.9,3,329.7
1416,Otávio das Neves,33,(99) 69079821,Maranhão,2024-12-13,Copo Térmico,39.9,2,79.8
1417,Sabrina Caldeira,46,(34) 55683417,Minas Gerais,2024-12-22,Jogo de Estratégia,98.7,10,987.0
1418,Ayla Nascimento,41,(77) 34201810,Bahia,2024-12-21,Pendrive,34.9,3,104.7
1419,Giovanna Dias,49,(88) 11714676,Ceará,2024-12-18,Pendrive,34.9,4,139.6
1420,Maria Fernanda Duarte,28,(85) 70969830,Ceará,2024-12-30,chaveiro,10.75,8,86.0
1421,Amanda Araújo,47,(75) 66369865,Bahia,2024-12-02,Copo Térmico,39.9,10,399.0
1422,Gabriel Cavalcanti,23,(97) 97671043,Amazonas,2024-12-02,pijama,85.9,7,601.3
1423,Isaac Castro,30,(47) 78837380,Santa Catarina,2024-12-23,Teclado,49.9,8,399.2
1424,Isis Santos,44,(98) 31357098,Maranhão,2024-12-08,Caneca Personalizada,29.9,3,89.7
1425,Noah da Cruz,39,(45) 91162286,Paraná,2024-12-03,Funko Pop,80.5,1,80.5
1426,Luan Oliveira,47,(86) 86328416,Piauí,2024-12-25,Quadro Decorativo,39.6,6,237.6
1427,Asafe da Conceição,31,(38) 47783942,Minas Gerais,2024-12-29,Camisa Temática,44.9,2,89.8
1428,Luigi Lopes,47,(19) 49795258,São Paulo,2024-12-12,Quadrinho,34.9,3,104.7
1429,Lívia Vargas,39,(98) 22773067,Maranhão,2024-12-22,Poster,45.5,8,364.0
1430,Levi Rodrigues,49,(67) 82000673,Mato Grosso do Sul,2024-12-03,Console clássico,999.9,7,6999.3
1431,Heloísa da Costa,46,(51) 31538187,Mato Grosso,2024-12-24,Mangá,36.9,10,369.0
1432,Marina Alves,19,(38) 17159308,Minas Gerais,2024-12-20,Peruca,39.9,3,119.7
1433,Aylla da Rosa,46,(71) 20039587,Bahia,2024-12-26,Jogos para PC,99.9,9,899.1
1434,Heloísa Carvalho,26,(12) 94888963,São Paulo,2024-12-14,Adesivo de Parede,24.9,4,99.6
1435,João Miguel Sampaio,39,(79) 86611838,Sergipe,2024-12-10,Acessórios e adereços,27.8,5,139.0
1436,Dom da Cruz,36,(61) 12017303,Distrito Federal,2024-12-27,Console clássico,999.9,8,7999.2
1437,Milena Gomes,42,(88) 54156516,Ceará,2024-12-21,Peruca,39.9,3,119.7
1438,Guilherme Silva,23,(21) 42245365,Rio de Janeiro,2024-12-01,Graphic Novel,49.9,4,199.6
1439,Luiz Otávio Rios,46,(83) 71373317,Paraíba,2024-12-19,chaveiro,10.75,1,10.75
1440,Bianca da Costa,44,(75) 87663268,Bahia,2024-12-22,Jogo para Console,109.9,3,329.7
1441,Oliver Fernandes,30,(14) 43656027,São Paulo,2024-12-02,Fantasia,112.5,5,562.5
1442,Ester Carvalho,22,(79) 12395888,Sergipe,2024-12-09,Peruca,39.9,10,399.0
1443,Rodrigo Santos,22,(16) 10578878,São Paulo,2024-12-02,Coleção de Figurinhas,91.9,3,275.7
1444,Marcela da Cruz,44,(11) 14745434,São Paulo,2024-12-13,conjunto de dados RPG,30.5,6,183.0
1445,Ana Luiza da Costa,30,(69) 15726674,Acre,2024-12-13,Jogos para PC,99.9,10,999.0
1446,Felipe Cirino,18,(35) 37126411,Minas Gerais,2024-12-04,Console clássico,999.9,8,7999.2
1447,Davi Lucas Albuquerque,23,(41) 25083573,Paraná,2024-12-18,Mouse,39.9,1,39.9
1448,Giovanna Dias,49,(15) 91156312,São Paulo,2024-12-19,Jogo para Console,109.9,9,989.1
1449,Enrico Pinto,22,(81) 33458604,Pernambuco,2024-12-02,Acessório para Jogo,89.9,2,179.8
1450,Noah Silveira,44,(44) 18851164,Paraná,2024-12-15,Adesivo de Parede,24.9,6,149.4
1451,Bryan Castro,36,(69) 75854473,Acre,2024-12-31,pijama,85.9,5,429.5
1452,Luna Leão,48,(82) 69789284,Alagoas,2024-12-03,chaveiro,10.75,3,32.25
1453,Caroline Rocha,38,(13) 45480436,São Paulo,2024-12-13,Quadrinho,34.9,8,279.2
1454,Gabriela Pires,19,(19) 77956326,São Paulo,2024-12-14,Camisa Temática,44.9,5,224.5
1455,Enzo Gabriel Albuquerque,41,(81) 30436820,Pernambuco,2024-12-23,Jogo de Cartas,29.5,4,118.0
1456,Maria Cecília Borges,33,(94) 30989760,Pará,2024-12-08,Quadro Decorativo,39.6,2,79.2
1457,Larissa Freitas,24,(22) 67447641,Rio de Janeiro,2024-12-12,Coleção de Figurinhas,91.9,1,91.9
1458,Luna Nascimento,40,(41) 92001683,Paraná,2024-12-19,Luminária personalizada,250.1,2,500.2
1459,Ana Clara Novais,42,(94) 42348091,Pará,2024-12-24,Pendrive,34.9,6,209.4
1460,Mathias Dias,27,(86) 41508116,Piauí,2024-12-12,Acessórios e adereços,27.8,9,250.2
1461,Maria Julia Jesus,32,(87) 23431722,Pernambuco,2024-12-07,conjunto de dados RPG,30.5,5,152.5
1462,Augusto Pastor,43,(68) 21197573,Acre,2024-12-01,Luminária personalizada,250.1,10,2501.0
1463,Ravi Câmara,35,(92) 48451018,Amazonas,2024-12-03,Jogos para PC,99.9,3,299.7
1464,Vitor Gabriel Jesus,32,(77) 53140589,Bahia,2024-12-17,Mangá,36.9,6,221.4
1465,Théo Oliveira,34,(51) 12959996,Mato Grosso,2024-12-21,Fantasia,112.5,6,675.0
1466,Antonella Souza,42,(13) 73033345,São Paulo,2024-12-24,Copo Térmico,39.9,10,399.0
1467,Lavínia Sousa,37,(68) 88409727,Acre,2024-12-14,Fantasia,112.5,5,562.5
1468,Gabriela Fonseca,47,(69) 53061669,Acre,2024-12-04,Acessórios e adereços,27.8,1,27.8
1469,Marcelo Vargas,25,(28) 10126767,Espírito Santo,2024-12-22,Action Figure,180.5,10,1805.0
1470,Maria Gomes,47,(22) 29332694,Rio de Janeiro,2024-12-23,Jogo de Pratos e Talheres Temático,19.9,6,119.4
1471,Diogo Oliveira,26,(15) 73309720,São Paulo,2024-12-06,Acessórios e adereços,27.8,3,83.4
1472,Rael Siqueira,38,(87) 44085648,Pernambuco,2024-12-21,Mouse,39.9,10,399.0
1473,Valentina Garcia,22,(13) 56290664,São Paulo,2024-12-23,Acessórios e adereços,27.8,9,250.2
1474,Manuela Rodrigues,22,(91) 99485263,Pará,2024-12-21,Máscara,49.9,8,399.2
1475,Fernando Barbosa,37,(47) 76300250,Santa Catarina,2024-12-18,Jogo de Festa,62.4,1,62.4
1476,Cauê Camargo,19,(44) 84481186,Paraná,2024-12-21,Acessórios e adereços,27.8,7,194.6
1477,Ana Sophia Pires,26,(67) 21174673,Mato Grosso do Sul,2024-12-03,Jogo para Console,109.9,7,769.3
1478,Rodrigo Gomes,43,(27) 22940874,Espírito Santo,2024-12-15,Camisa Temática,44.9,4,179.6
1479,Renan Duarte,30,(52) 72881284,Goiás,2024-12-25,Acessório para Jogo,89.9,10,899.0
1480,Luísa Camargo,20,(24) 98853689,Rio de Janeiro,2024-12-31,Jogo de Cartas,29.5,1,29.5
1481,Isaac da Mota,18,(61) 49388840,Distrito Federal,2024-12-10,Jogo de Cartas,29.5,5,147.5
1482,Leandro Souza,30,(79) 28364899,Sergipe,2024-12-02,Jogo de Cartas,29.5,3,88.5
1483,Yan Camargo,36,(38) 77436599,Minas Gerais,2024-12-10,Luminária personalizada,250.1,9,2250.9
1484,Marcelo Oliveira,33,(95) 70274623,Roraima,2024-12-14,Acessório para Jogo,89.9,7,629.3
1485,Maria da Mota,19,(69) 55223056,Acre,2024-12-15,Jogo de Cartas,29.5,9,265.5
1486,Olivia Carvalho,44,(94) 55263275,Pará,2024-12-03,Console clássico,999.9,2,1999.8
1487,Vitor Gonçalves,39,(19) 19172251,São Paulo,2024-12-15,Poster,45.5,8,364.0
1488,Agatha Guerra,23,(94) 84165187,Pará,2024-12-27,Funko Pop,80.5,5,402.5
1489,Agatha Almeida,36,(17) 49814681,São Paulo,2024-12-20,Jogo de Festa,62.4,10,624.0
1490,Zoe Caldeira,37,(45) 40131127,Paraná,2024-12-25,Graphic Novel,49.9,10,499.0
1491,Marcela Andrade,25,(86) 59904503,Piauí,2024-12-12,Caneca Personalizada,29.9,7,209.3
1492,Ravi Araújo,47,(16) 68525248,São Paulo,2024-12-18,Quadrinho,34.9,7,244.3
1493,Ana Julia Alves,40,(38) 31120443,Minas Gerais,2024-12-17,Copo Térmico,39.9,6,239.4
1494,Zoe Garcia,26,(74) 52909388,Bahia,2024-12-19,Jogo de Cartas,29.5,4,118.0
1495,Heloisa Cirino,31,(21) 61339495,Rio de Janeiro,2024-12-27,Acessórios e adereços,27.8,5,139.0
1496,Rafaela Silva,24,(32) 92710099,Minas Gerais,2024-12-13,Jogo de Estratégia,98.7,3,296.1
1497,Kaique Ramos,46,(66) 84329098,Mato Grosso,2024-12-25,Jogo de Estratégia,98.7,10,987.0
1498,Marina Costela,40,(31) 33115089,Minas Gerais,2024-12-10,Pendrive,34.9,10,349.0
1499,Rodrigo Cavalcante,23,(12) 17333840,São Paulo,2024-12-29,Console Portátil,350.9,7,2456.3
1500,Sarah Farias,20,(31) 55857247,Minas Gerais,2024-12-07,Pendrive,34.9,10,349.0
1501,Maya da Rosa,32,(71) 91078089,Bahia,2024-12-03,Camisa Temática,44.9,3,134.7
1502,Alexia Ribeiro,31,(61) 58661913,Distrito Federal,2024-12-06,Boné,39.9,8,319.2
1503,Nicolas Fonseca,42,(64) 10052315,Goiás,2024-12-15,Poster,45.5,8,364.0
1504,Enrico Cassiano,33,(96) 71027878,Amapá,2024-12-10,Poster,45.5,5,227.5
1505,Enzo Vargas,45,(83) 39978641,Paraíba,2024-12-05,conjunto de dados RPG,30.5,2,61.0
1506,Lívia Marques,46,(37) 74712287,Minas Gerais,2024-12-27,Quadro Decorativo,39.6,5,198.0
1507,Gustavo Henrique Lima,18,(22) 86069833,Rio de Janeiro,2024-12-19,Mangá,36.9,10,369.0
1508,Yuri Costa,37,(16) 32264811,São Paulo,2024-12-24,Jogo para Console,109.9,2,219.8
1509,Léo Alves,41,(24) 84136390,Rio de Janeiro,2024-12-01,Coleção de Figurinhas,91.9,5,459.5
1510,Theodoro Guerra,25,(48) 46205237,Santa Catarina,2024-12-21,Fantasia,112.5,2,225.0
1511,José Pacheco,26,(93) 18294898,Pará,2024-12-14,Camisa Temática,44.9,9,404.1
1512,Maria Fernanda Sales,30,(97) 44852210,Amazonas,2024-12-05,Poster,45.5,9,409.5
1513,Maria Fernanda Fonseca,36,(14) 86137663,São Paulo,2024-12-04,Caneca Personalizada,29.9,8,239.2
1514,Stephany Rocha,31,(33) 33328543,Minas Gerais,2024-12-26,Fantasia,112.5,4,450.0
1515,Amanda da Cunha,33,(45) 66553138,Paraná,2024-12-13,Action Figure,180.5,6,1083.0
1516,Kevin Sampaio,27,(48) 68277650,Santa Catarina,2024-12-18,Quadro Decorativo,39.6,1,39.6
1517,Yasmin Araújo,47,(19) 84740908,São Paulo,2024-12-09,Jogo de Cartas,29.5,5,147.5
1518,Anthony Gabriel Garcia,34,(91) 76921543,Pará,2024-12-06,Console clássico,999.9,3,2999.7
1519,Elisa Farias,21,(24) 87267547,Rio de Janeiro,2024-12-07,Pendrive,34.9,4,139.6
1520,Ana Liz Siqueira,28,(33) 92427708,Minas Gerais,2024-12-31,Moletom,98.9,8,791.2
1521,Rael Barbosa,31,(43) 32359129,Paraná,2024-12-30,Acessório para Jogo,89.9,4,359.6
1522,Ana Liz Ramos,42,(93) 42793771,Pará,2024-12-11,Camisa Temática,44.9,3,134.7
1523,Lavínia Barbosa,30,(15) 19032568,São Paulo,2024-12-04,pijama,85.9,5,429.5
1524,Ravy Vargas,26,(84) 60438614,Rio Grande do Norte,2024-12-18,Jogo de Estratégia,98.7,2,197.4
1525,Cauê Duarte,36,(11) 59364665,São Paulo,2024-12-03,chaveiro,10.75,4,43.0
1526,Lucas Gabriel Ramos,29,(64) 65892223,Goiás,2024-12-25,Acessórios e adereços,27.8,6,166.8
1527,João Vitor Moura,31,(71) 41277334,Bahia,2024-12-18,Teclado,49.9,9,449.1
1528,Luísa Aragão,35,(68) 83891072,Acre,2024-12-13,Acessório para Jogo,89.9,10,899.0
1529,Antony Pereira,34,(42) 64188198,Santa Catarina,2024-12-02,Pendrive,34.9,10,349.0
1530,Catarina Siqueira,24,(93) 28302457,Pará,2024-12-28,Coleção de Figurinhas,91.9,6,551.4
1531,Isabelly Correia,32,(65) 82441889,Mato Grosso,2024-12-15,pijama,85.9,9,773.1
1532,Maria Sophia Novais,42,(97) 37144037,Amazonas,2024-12-03,Estatueta,350.1,2,700.2
1533,Amanda Gonçalves,20,(82) 80999533,Alagoas,2024-12-10,Camisa Temática,44.9,2,89.8
1534,Caio Costa,36,(84) 89496278,Rio Grande do Norte,2024-12-02,Boné,39.9,7,279.3
1535,Léo Pires,39,(41) 32710004,Paraná,2024-12-20,Action Figure,180.5,2,361.0
1536,Augusto Moreira,38,(73) 14767237,Bahia,2024-12-08,Jogos para PC,99.9,4,399.6
1537,Caroline da Cruz,19,(45) 30219003,Paraná,2024-12-07,Boné,39.9,3,119.7
1538,Valentina Novaes,23,(17) 79024243,São Paulo,2024-12-14,Luminária personalizada,250.1,6,1500.6
1539,Sophia Siqueira,36,(33) 15604714,Minas Gerais,2024-12-16,chaveiro,10.75,4,43.0
1540,Davi Vasconcelos,19,(31) 50334204,Minas Gerais,2024-12-11,Quadrinho,34.9,4,139.6
1541,Francisco Costela,32,(74) 65920900,Bahia,2024-12-03,conjunto de dados RPG,30.5,8,244.0
1542,Camila Cunha,18,(37) 87033495,Minas Gerais,2024-12-01,Acessórios e adereços,27.8,7,194.6
1543,João Cavalcante,24,(42) 25562678,Santa Catarina,2024-12-09,Acessório para Jogo,89.9,6,539.4
1544,Pedro Miguel Dias,36,(41) 65507150,Paraná,2024-12-05,Boné,39.9,1,39.9
1545,Ana Clara Rodrigues,32,(24) 57274364,Rio de Janeiro,2024-12-23,Livro,59.9,1,59.9
1546,Vitor Hugo Rezende,21,(82) 97939648,Alagoas,2024-12-31,Máscara,49.9,7,349.3
1547,Leandro Melo,35,(48) 38151725,Santa Catarina,2024-12-08,Quadrinho,34.9,6,209.4
1548,Beatriz Nascimento,50,(34) 56544054,Minas Gerais,2024-12-17,Pendrive,34.9,6,209.4
1549,Ian Aparecida,20,(64) 89507899,Goiás,2024-12-12,Pendrive,34.9,7,244.3
1550,Luna da Cruz,37,(49) 19737634,Santa Catarina,2024-12-06,Copo Térmico,39.9,4,159.6
